	en	pl	de	fr	zh	pt	ru	es
ShutdownAllGeneratorsSectionDesc	With all generators down, many radar-related functions are unavailable. Click to view.	Z powodu awarii wszystkich generatorów wiele funkcji związanych z radarem jest niedostępnych. Kliknij, aby zobaczyć.	Aufgrund der Störung aller Stromaggregate sind viele Funktionen im Zusammenhang mit dem Radar nicht mehr verfügbar. Klicke an, um anzuschauen.	En raison de la panne de tous les générateurs, de nombreuses fonctions liées au radar ne sont pas accessibles. Cliquez pour voir.	所有发电机停机， 这艘船失去了所有功能， 点击聚焦。	Devida à avaria de todos os geradores elétricos, muitas funções relacionadas com o radar não estão disponíveis. Faça clique para ver.	Из-за отказа всех генераторов многие функции, связанные с радаром, недоступны. Нажмите, чтобы увидеть.	Debido a una avería de todos los grupos electrógenos, muchas funciones relacionadas con el radar no están disponibles. Haga clic para ver.
ShutdownAmmoSupplySectionDesc	Offensive maneuvers are blocked in the Strategy menu. Click to view.	Ofensywne manewry w kreatorze strategii są zablokowane. Kliknij, aby zobaczyć.	Die Offensivmanöver sind in dem Strategie-Kreator blockiert. Klicke an, um anzuschauen.	Les manœuvres offensives dans le créateur de stratégie sont bloquées. Cliquez pour voir.	激进的策略被锁定在策略构建器中， 点击聚焦。	As manobras ofensivas no criador de estratégia estão bloqueadas. Faça clique para ver.	Наступательные маневры в конструкторе стратегий заблокированы. Нажмите, чтобы увидеть.	Las maniobras ofensivas en el creador de estrategias están bloqueadas. Haga clic para ver.
ShutdownAmmoSupplySectionTitle	Magazine section shut-down	Sekcja z Składem Amunicji przestała działać.	Die Sektion mit Munitionslager funktioniert nicht mehr.	Section avec Dépôt de munition ne fonctionne plus.	弹药供应区域发生故障	A secção de Armazém de munição deixou de funcionar.	Секция со Складом Боеприпасов перестала работать.	Sección con Almacén de Munición ha dejado de funcionar.
ShutdownAnti-AirGunsSectionDesc	All crew slots in the Anti-Aircraft Department are blocked. Click to view.	Wszystkie stanowiska załogi w Dziale Obrony Przeciwlotniczej są zablokowane. Kliknij, aby zobaczyć.	Alle Posten der Mannschaft in der Luftabwehrabteilung sind blockiert. Klicke an, um anzuschauen.	Tous les postes de l’équipage dans la Division de la Défense Anti-aérienne sont bloqués. Cliquez pour voir.	防空部的所有槽位都被锁定。	Todas as vagas no Departamento de defesa aérea estão bloqueadas. Faça clique para ver.	Все позиции в Отделении Противовоздушной Обороны заблокированы. Нажмите, чтобы увидеть.	Todos los espacios de tripulación en el Departamento de Defensa Antiaérea están bloqueados. Haga clic para ver.
ShutdownAnti-AirGunsSectionTitle	Anti-Aircraft section shut-down	Dział Przeciwlotniczy przestał działać.	Die Luftabwehrabteilung funktioniert nicht mehr.	Division de Défense Anti-aérienne a cessé de fonctionner.	防空区域发生故障	O Departamento de defesa aérea deixou de existir.	Авиационное Отделение перестало работать.	Departamento Antiaéreo ha dejado de funcionar.
ShutdownBackupGeneratorsSectionDesc	The Main Generators are still running. Radar-related functions are at risk. Click to view.	Główne generatory nadal działają. Funkcje związane z radarami są zagrożone. Kliknij, aby zobaczyć.	Die Hauptstromaggregate funktionieren immer noch. Die Funktionen im Zusammenhang mit den Radaren sind gefährdet. Klicke an, um anzuschauen.	Générateurs principaux opérationnels. Fonctions relatives aux radars menacées. Cliquez pour voir.	主发电机仍在运行， 船只有失去所有功能的风险， 点击聚焦。	Os geradores principais ainda funcionam. As funções relacionadas com os radares estão em risco. Faça clique para ver.	Главные генераторы по-прежнему не работают. Функции, связанные с радарами, находятся под угрозой. Нажмите, чтобы увидеть.	Los grupos electrógenos principales siguen funcionando. Las funciones relacionadas con los radares están en riesgo. Haga clic para ver.
ShutdownBackupGeneratorsSectionTitle	Back-up Generators section shut-down	Generatory zapasowe przestały działać.	Die Notstromaggregate funktionieren nicht mehr.	Générateurs de secours ont cessé de fonctionner.	备用发电机区域发生故障	Os geradores sobressalentes deixaram de funcionar.	Резервные генераторы перестали работать.	Los grupos electrógenos de recambio han dejado de funcionar.
ShutdownCommunicationsSectionDesc	A delay will be added before every deck operation. Click to view.	Każda operacja na pokładzie będzie opóźniona. Kliknij, aby zobaczyć.	Jede Operation auf dem Deck wird verspätet. Klicke an, um anzuschauen.	Toute opération sur le bord sera retardée. Cliquez pour voir.	在操作每个甲板之前添加延迟， 点击聚焦。	Cada operação a bordo ficará atrasada. Faça clique para ver.	Каждая операция на палубе будет выполняться с задержкой. Нажмите, чтобы увидеть.	Cada operación en la cubierta llevará un retraso. Haga clic para ver.
ShutdownCommunicationsSectionTitle	Communications section shut-down	Sekcja Komunikacji przestała działać.	Die Sektion Kommunikation funktioniert nicht mehr.	Section de Communication a cessé de fonctionner.	通讯区域发生故障	A Secção de comunicação deixou de funcionar.	Секция Связи перестала работать.	Sección de Comunicación ha dejado de funcionar.
ShutdownCrewQuartersSectionDesc	Crew at increased risk of becoming injured. Click to view.	Załoga narażona na odniesienie obrażeń. Kliknij, aby zobaczyć.	Die Mannschaft kann Verletzungen erleiden. Klicke an, um anzuschauen.	L’équipage exposé au risque des blessures. Cliquez pour voir.	人员有受伤的危险， 点击聚焦。	Tripulação em risco de lesões. Faça clique para ver.	Экипаж подвергается риску травмирования. Нажмите, чтобы увидеть.	Tripulación en riesgo de sufrir lesiones. Haga clic para ver.
ShutdownCrewQuartersSectionTitle	Crew Quarters section shut-down	Sekcja Kwater Załogi przestała działać.	Die Sektion Mannschaftsquartiere funktioniert nicht mehr.	Section de Quartiers de l’équipage a cessé de fonctionner.	人员宿舍区域发生故障	A secção de salas da tribulação deixou de funcionar.	Секция Кают Экипажа перестала работать.	La Sección de Camarotes de Tripulación ha dejado de funcionar.
ShutdownDamageControlSectionDesc	Maintenance buttons are unavailable. Click to view.	Przyciski obsługi napraw są zablokowane. Kliknij, aby zobaczyć.	Die Tasten der Reparaturbedienung sind blockiert. Klicke an, um anzuschauen.	Les bouton de réparation sont bloqués. Cliquez pour voir.	维护按钮不可用， 点击聚焦。	Os botões de controlo de reparações estão bloqueados. Faça clique para ver.	Кнопки службы ремонта заблокированы. Нажмите, чтобы увидеть.	Los botones de operación de reparaciones están bloqueados. Haga clic para ver.
ShutdownDamageControlSectionTitle	Damage Control section shut-down	Sekcja Naprawcza przestała działać.	Die Reparatursektion funktioniert nicht mehr.	Section de Réparation a cessé de fonctionner.	维修区域发生故障	A Secção de reparação deixou de funcionar.	Ремонтная Секция перестала работать.	Sección de Reparación ha dejado de funcionar.
ShutdownDeckSectionDesc	All crew slots in the Damage Control Department are blocked. Click to view.	Wszystkie stanowiska  w Dziale Naprawczym zostały zablokowane.	Alle Posten in der Reparaturabteilung wurden blockiert.	Tous les postes dans la Division de Réparation sont bloqués.	维修部门的所有槽位都被锁定。	Todas as vagas no Departamento de reparação estão bloqueadas.	Все позиции в Ремонтном Отделении заблокированы.	Todos los espacios en el Departamento de Reparación están bloqueados.
ShutdownDeckSectionTitle	Deck Operations section shut-down	Sekcja Operacji Pokładowych przestała działać.	Die Sektion Deckoperationen funktioniert nicht mehr.	Section des Opération su le Bord a cessé de fonctionner.	甲板区域发生故障	A secção de Operações de bordo deixou de funcionar.	Секция Операций на Палубе перестала работать.	La Sección de Operaciones de Cubierta de ha dejado de funcionar.
ShutdownEnginesSectionDesc	All crew slots in the Navigation Department are blocked. Click to view.	Wszystkie stanowiska w Dziale Nawigacji są zablokowane. Kliknij, aby zobaczyć.	Alle Posten in der Navigationsabteilung sind blockiert. Klicke an, um anzuschauen.	Tous les postes dans la Division de Navigation sont bloqués. Cliquez pour voir.	导航部门的所有槽位都被锁定。	Todas as vagas no Departamento de navegação estão bloqueadas. Faça clique para ver.	Все позиции в Отделении Навигации заблокированы. Нажмите, чтобы увидеть.	Todos los espacios en el Departamento de Navegación están bloqueados. Haga clic para ver.
ShutdownEnginesSectionTitle	Engines section shut-down	Sekcja Silników przestała działać.	Die Motorsektion funktioniert nicht mehr.	Section de Moteurs a cessé de fonctionner.	发动机区域发生故障	A Secção de motores deixou de funcionar.	Секция Двигателей перестала работать.	Sección de motores ha dejado de funcionar.
ShutdownFuelDepositSectionDesc	The range for all missions has been reduced. Click to view.	Zasięg wszystkich misji jest zmniejszony. Kliknij, aby zobaczyć.	Der Aktionsradius aller Missionen wurde gesenkt. Klicke an, um anzuschauen.	Portée des missions est réduite. Cliquez pour voir.	所有任务的射程减少。 点击聚焦。	O alcance de todas as missões diminuiu. Faça clique para ver.	Дальность всех миссий уменьшена. Нажмите, чтобы увидеть.	El alcance de todas las misiones está reducido. Haga clic para ver.
ShutdownFuelDepositSectionTitle	Fuel Tanks section shut-down	Sekcja ze Zbiornikami Paliwa przestała działać.	Die Sektion mit Treibstoffbehältern funktioniert nicht mehr.	Section de Réservoir de Carburant a cessé de fonctionner.	燃油区域发生故障	A secção de Depósitos de combustível deixou de funcionar.	Секция с Топливными Баками перестала работать.	La Sección con Tanques de combustible ha dejado de funcionar.
ShutdownGeneratorsSectionDesc	The Back-up Generators are still running. Radar-related functions are at risk. Click to view.	Generatory zapasowe nadal działają. Funkcje związane z radarem są zagrożone. Kliknij, aby zobaczyć.	Die Notstromaggregate funktionieren immer noch. Die Funktionen im Zusammenhang mit dem Radar sind gefährdet. Klicke an, um anzuschauen.	Générateurs de secours opérationnels. Fonctions relatives au radar menacées. Cliquez pour voir.	备用发电机仍在运行， 船只有失去所有动力的风险， 点击聚焦。	Os geradores auxiliares ainda funcionam. As funções relacionadas com os radares estão em risco. Faça clique para ver.	Резервные генераторы все еще работают. Функции, связанные с радаром, находятся под угрозой. Нажмите, чтобы увидеть.	Los grupos electrógenos siguen funcionando. Las funciones relacionadas con los radares están en riesgo. Haga clic para ver.
ShutdownGeneratorsSectionTitle	Main Generators section shut-down	Główny Generator przestał działać.	Der Hauptstromaggregat funktioniert nicht mehr.	Générateur Principal a cessé de fonctionner.	发电机区域停机	O gerador principal deixou de funcionar.	Главный Генератор перестал работать.	El Grupo Electrógeno principal ha dejado de funcionar.
ShutdownHangarSectionDesc	Squadrons in the hangar will break more frequently. Click to view.	Samoloty w hangarach są bardziej narażone na uszkodzenia. Kliknij, aby zobaczyć.	Die Flugzeuge in den Hangars laufen Gefahr, zerstört zu werden. Klicke an, um anzuschauen.	Les avions dans les hangars sont plus exposés aux dommages. Cliquez pour voir.	机库中的飞行中队更容易崩溃， 点击聚焦。	Os aviões nos hangares estão mais propensos a danificações. Faça clique para ver.	Самолеты в ангарах более подвержены повреждениям. Нажмите, чтобы увидеть.	Los aviones en los hangares están más propensos a los daños. Haga clic para ver.
ShutdownHangarSectionTitle	Hangar section shut-down	Hangar przestał działać.	Hangar funktioniert nicht mehr.	Hangar a cessé de fonctionner.	机库区域发生故障	O hangar deixou de funcionar.	Ангар перестал работать.	El hangar ha dejado de funcionar.
ShutdownHelmSectionDesc	Setting waypoints for the carrier is not possible. Click to view.	Nie można ustawić lub zmienić trasy statku. Kliknij, aby zobaczyć.	Die Schiffsroute kann weder eingestellt noch geändert werden. Klicke an, um anzuschauen.	Impossible de fixer ou modifier l’itinéraire du navire. Cliquez pour voir.	无法为航母设置航路点， 点击聚焦。	Não se pode configurar ou mudar da rota do navio. Faça clique para ver.	Нельзя установить или изменить маршрут корабля. Нажмите, чтобы увидеть.	No se puede configurar o modificar el rumbo del buque. Haga clic para ver.
ShutdownHelmSectionTitle	Helm Section shut-down	Sterownia przestała działać.	Der Steuerraum funktioniert nicht mehr.	La salle de contrôle a cessé de fonctionner.	舵轮区域发生故障	A sala de controlo deixou de funcionar.	Рулевая секция перестала работать.	La Sala de Control ha dejado de funcionar.
ShutdownLockerRoomsSectionDesc	Crew units cannot be transferred between departments. Click to view.	Nie można przenosić jednostek załogi między działami. Kliknij, aby zobaczyć.	Man kann die Mannschaftseinheiten zwischen den Abteilungen nicht verschieben. Klicke an, um anzuschauen.	Impossible de déplacer les unités de l’équipage entre les divisions. Cliquez pour voir.	人员无法在部门之间转移， 点击聚焦。	Não se pode transferir unidades de tripulação entre os departamentos. Faça clique para ver.	Нельзя перемещать подразделения экипажа между отделениями. Нажмите, чтобы увидеть.	No se puede mover unidades de tripulación entre los departamentos. Haga clic para ver.
ShutdownLockerRoomsSectionTitle	Lockers section shut-down	Sekcja Szatni przestała działać.	Die Sektion Umkleide funktioniert nicht mehr.	Section de Vestiaires a cessé de fonctionner.	更衣室区域发生故障	A Secção de guarda-roupa deixou de funcionar.	Секция Раздевалки перестала работать.	La Sección de Vestuario ha dejado de funcionar.
ShutdownMeteorologySectionDesc	Weather reports are not coming in. Click to view.	Raporty pogodowe przestały nadchodzić. Kliknij, aby zobaczyć.	Die Wetterberichte kommen nicht mehr an. Klicke an, um anzuschauen.	Rapport météo ont cessé d’arriver. Cliquez pour voir.	天气报告没有更新， 点击聚焦。	Os relatórios meteorológicos deixaram de chegar. Faça clique para ver.	Данные о погоде перестали поступать. Нажмите, чтобы увидеть.	Los informes meteorológicos han dejado de llegar. Haga clic para ver.
ShutdownMeteorologySectionTitle	Meteorology section shut-down	Sekcja Meteorologii przestała działać.	Die Sektion Meteorologie funktioniert nicht mehr.	Section Météo a cessé de fonctionner.	气象部门停工	A Secção de meteorologia deixou de funcionar.	Секция Метеорологии перестала работать.	La Sección de Meteorología ha dejado de funcionar.
ShutdownPilotsSectionDesc	All crew slots in the Air Department are blocked. Click to view.	Wszystkie stanowiska w Dziale Lotniczym są zablokowane.	Alle Posten in der Luftabteilung sind blockiert.	Tous les postes dans la Division de l’Aviation sont bloqués.	空军部门的所有位置都被锁定。	Todas as vagas no Departamento aéreo estão bloqueadas.	Все позиции в Отделении Авиации заблокированы.	Todos los espacios en el Departamento de Flota Aérea están bloqueados.
ShutdownPilotsSectionTitle	Pilots section shut-down	Sekcja Kwater Pilotów przestała działać.	Die Sektion Pilotenquartiere funktioniert nicht mehr.	Section de Quartiers des pilotes a cessé de fonctionner.	飞行员区域发生故障	A secção de salas dos pilotos deixou de funcionar.	Секция Кают Пилотов перестала работать.	La Sección de Camarotes de Pilotos ha dejado de funcionar.
ShutdownPumpsSectionDesc	Deflooding buttons are unavailable. Click to view.	Przyciski obsługi pomp są zablokowane. Kliknij, aby zobaczyć.	Die Tasten der Pumpenbedienung sind blockiert. Klicke an, um anzuschauen.	Les bouton d’entretien des pompes sont bloqués. Cliquez pour voir.	排水按钮不可用， 点击聚焦。	Os botões de controlo de bombas estão bloqueados. Faça clique para ver.	Кнопки управления насосами заблокированы. Нажмите, чтобы увидеть.	Los botones de operación de bombas están bloqueados. Haga clic para ver.
ShutdownPumpsSectionTitle	Pumps section shut-down	Sekcja Pomp przestała działać.	Die Sektion Pumpen funktioniert nicht mehr.	Section de Pompes a cessé de fonctionner.	水泵区域停机	A Secção de bombas deixou de funcionar.	Секция Насосов перестала работать.	La Sección de Bombas ha dejado de funcionar.
ShutdownSickbaySectionDesc	All crew slots in the Medical Department are blocked. Click to view.	Wszystkie stanowiska w Dziale Medycznym są zablokowane. Kliknij, aby zobaczyć.	Alle Posten in der Medizinischen Abteilung sind blockiert. Klicke an, um anzuschauen.	Tous les postes dans la Division Médicale sont bloqués. Cliquez pour voir.	医疗部的所有槽位都被锁定， 点击聚焦。	Todas as vagas no Departamento médico estão bloqueadas. Faça clique para ver.	Все позиции в Медицинском Отделении заблокированы. Нажмите, чтобы увидеть.	Todos los espacios en el Departamento Médico están bloqueados. Haga clic para ver.
ShutdownSickbaySectionTitle	Sick Bay section shut-down	Ambulatorium przestało działać.	Die Krankenstation funktioniert nicht mehr.	L’infirmerie a cessé de fonctionner.	病房区域发生故障	A enfermaria deixou de funcionar.	Лазарет перестал работать.	La Enfermería ha dejado de funcionar.
ShutdownTargetingSectionDesc	The carrier's Defense has been reduced. Click to view.	Obrona lotniskowca jest osłabiona. Kliknij, aby zobaczyć.	Die Verteidigung des Flugzeugträgers ist geschwächt. Klicke an, um anzuschauen.	La défense de la porte-avion est affaiblie. Cliquez pour voir.	航母的防御力降低， 点击聚焦。	A defesa do porta-aviões está debilitada. Faça clique para ver.	Защита авианосца ослаблена на 2. Нажмите, чтобы увидеть.	La defensa del portaaviones está debilitada. Haga clic para ver.
ShutdownTargetingSectionTitle	Targeting section shut-down	Sekcja Celownicza przestała działać.	Die Zielsektion funktioniert nicht mehr.	Section de Ciblage a cessé de fonctionner.	目标区域发生故障	A Secção de mira deixou de funcionar.	Секция Прицеливания перестала работать.	La Sección de Puntería ha dejado de funcionar.
ShutdownTurbinesSectionDesc	The carrier’s speed has been reduced. Click to view.	Lotniskowiec porusza się wolniej. Kliknij, aby zobaczyć.	Der Flugzeugträger bewegt sich langsamer. Klicke an, um anzuschauen.	Le porte-avion se déplace plus lentement. Cliquez pour voir.	航母移动较慢， 点击聚焦。	O porta-aviões move-se mais lento. Faça clique para ver.	Авианосец движется медленнее. Нажмите, чтобы увидеть.	El portaaviones se mueve más lento. Haga clic para ver.
ShutdownTurbinesSectionTitle	Turbines section shut-down	Sekcja Turbin przestała działać.	Die Sektion Turbinen funktioniert nicht mehr.	Section de Turbines a cessé de fonctionner.	涡轮机区域发生故障	A Secção de turbinas deixou de funcionar.	Секция Турбин перестала работать.	La Sección de Turbinas ha dejado de funcionar.
ShutdownWorkshopSectionDesc	The switch in the island’s Bridge is locked. Click to view.	Przełączniki na Mostku są zablokowane.	Die Schalter auf der Brücke sind blockiert.	Les interrupteurs sur la Passerelle sont bloqués.	作战指挥部的选择行动器被锁定， 无法操作， 点击聚焦。	Os interruptores na ponte do navio estão bloqueados.	Переключатели на Мостике заблокированы.	Los seleccionadores en el puente están bloqueados.
ShutdownWorkshopSectionTitle	Workshop section shut-down	Sekcja Warsztatu przestała działać.	Die Sektion Werkstatt funktioniert nicht mehr.	La Section d’Atelier a cessé de fonctionner.	车间区域发生故障	A Secção de oficina deixou de funcionar.	Секция Мастерской перестала работать.	La Sección de Taller ha dejado de funcionar.
SubmarineDetectedEventCarrier	The carrier is being attacked by a submarine. Click for guidance.	Lotniskowiec jest atakowany przez okręt podwodny! Kliknij, aby zobaczyć.	Der Flugzeugträger wird durch ein U-Boot angegriffen! Klicke an, um anzuschauen.	Le porte-avion est attaqué par un sous-marin ! Cliquez pour voir.	航母遭到潜艇袭击！点击聚焦。	O porta-aviões está a ser atacado por um submarino! Faça clique para ver.	Авианосец атакован подводной лодкой! Нажмите, чтобы увидеть.	¡El portaaviones está siendo atacado por un submarino! Haga clic para ver.
SubmarineDetectedEventCarrierShort	A submarine is attacking the carrier!	Lotniskowiec jest atakowany przez okręt podwodny!	Der Flugzeugträger wird durch ein U-Boot angegriffen!	Le porte-avion est attaqué par un sous-marin !	航母遭到潜艇袭击！	O porta-aviões está a ser atacado por um submarino!	Авианосец атакован подводной лодкой!	¡El portaaviones está siendo atacado por un submarino!
SubmarineDetectedEventEscort	Your escort is being attacked by a submarine. Click for guidance.	Eskorta jest atakowana przez okręt podwodny! Kliknij, aby zobaczyć.	Der Geleitschutz wird durch ein U-Boot angegriffen! Klicke an, um anzuschauen.	L’escorte est attaquée par un sous-marin ! Cliquez pour voir.	护航舰遭到潜艇袭击！点击聚焦。	A escolta está a ser atacada por um submarino! Faça clique para ver.	Эскорт атакован подводной лодкой! Нажмите, чтобы увидеть.	La escolta está siendo atacada por un submarino! Haga clic para ver.
SubmarineDetectedEventEscortShort	A submarine is attacking your escort!	Eskorta jest atakowana przez okręt podwodny!	Der Geleitschutz wird durch ein U-Boot angegriffen!	L’escorte est attaquée par un sous-marin !	护航舰遭到潜艇袭击！	A escolta está a ser atacada por um submarino!	Эскорт атакован подводной лодкой!	La escolta está siendo atacada por un submarino!
SubmarineHunt	Counter Submarines	Przechwyć łodzie podwodne	Fange die U-Boots ab	Intercepter les sous-marins	潜艇狩猎	Capture submarinos	Перехватите подводные лодки	Interceptar submarinos
survivorTooltipText	Survivor	Rozbitek	Schiffbrüchiger	Naufragé	幸存者	Náufrago	Выживший	Náufrago
TorpedoMissionDesc	Send torpedo bombers on this mission.	Wyślij na tę misję bombowce torpedowe	Schicke Torpedobomber zu dieser Mission	Envoyez les bombardiers torpilleurs pour cette mission	派遣鱼雷轰炸机执行此任务	Envie bombardeiros de torpedo a esta missão	Отправьте торпедоносцы на эту миссию	Envíe bombarderos en picado a esta misión
TorpedoMissionTitle	Torpedo Bombers	Bombowce torpedowe	Torpedobomber	Bombardiers torpilleurs	鱼雷轰炸机	Bombardeiros de torpedo	Торпедоносцы	Bombarderos en picado
WaterIconDesc	Having a DC team here lowers the chances of flooding in sections (and the spread of flooding between sections) and activates Deflooding buttons.	Ten pokój wymaga obecności Brygady Naprawczej, aby wypompowywać wodę ze statku.	Dieser Raum erfordert die Anwesenheit der Reparaturbrigade um das Wasser aus dem Schiff abzupumpen.	La présence de la Brigade de Réparation est nécessaire pour pomper l’eau du navire.	这个房间需要维修小队才能从船上抽出水	Esta sala requer da presença de uma Brigada de reparação para poder reparar as danificações no navio.	В этом помещении требуется присутствие Ремонтной Бригады, чтобы откачать воду из корабля. 	Este espacio requiere de la presencia del Equipo de Reparación para poder reparar los daños en el buque.
WaterIconTitle	Deflooding	Odpompowywanie	Abpumpen	Pompage	排水	Bombeagem	Откачивание воды	Bombeo de agua
DeckDepartmentSpecialityName	Specialty: Damage Control Dept.	Specjalność: Dział Naprawczy	Spezialität: Reparaturabteilung	Spécialité : Service de Réparation	部门：甲板部	Especialidade: Departamento de reparação	Специальность: Ремонтное Отделение	Especialidad: Departamento de reparación
AirDepartmentSpecialityName	Specialty: Air Dept.	Specjalność: Dział Lotniczy	Spezialität: Luftabteilung	Spécialité : Division de l’Aviation	部门：航空系	Especialidade: Departamento aéreo	Специальность: Авиационное Отделение	Especialidad: Departamento de Aviación
MedicalDepartmentSpecialityName	Specialty: Medical Dept.	Specjalność: Dział Medyczny	Spezialität: Medizinische Abteilung:	Spécialité : Division Médicale	部门：医学部	Especialidade: Departamento médico	Специальность: Медицинское Отделение	Especialidad: Departamento Médico
EngineeringDepartmentSpecialityName	Specialty: Engineering Dept.	Specjalność: Dział Inżynierii	Spezialität: Ingenieurabteilung:	Spécialité : Division d’Ingénierie	部门：工程系	Especialidade: Departamento de engenharia	Специальность: Инженерный отдел	Especialidad: Departamento de Ingeniería
NavigationDepartmentSpecialityName	Specialty: Navigation Dept.	Specjalność: Dział Nawigacji	Spezialität: Navigationsabteilung	Spécialité : Division de Navigation	部门：航海系	Especialidade: Departamento de navegação	Специальность: Навигационное Отделение	Especialidad: Departamento de Navegación
AntiAircraftDepartmentSpecialityName	Specialty: Anti-Aircraft Dept.	Specjalność: Dział Obrony Przeciwlotniczej	Spezialität: Luftabwehrabteilung	Spécialité : Division de Défense Anti-aérienne	部门：防空部	Especialidade: Departamento de defesa aérea	Специальность: Отделение Противовоздушной Обороны	Especialidad: Departamento de Defensa Antiaérea
LoneWolfDepartmentSpecialityName	Specialty: Lone Wolf	Specjalność: Samotnik	Spezialität: Einzelgänger	Spécialité : Loup solitaire	专长：独狼	Especialidade: Lobo solitário.	Специальность: Одинокий волк	Especialidad: Solitario
TeamplayerDepartmentSpecialityName	Specialty: Team Player 	Specjalność: Gracz Zespołowy	Spezialität: Teamplayer	Spécialité : Joueur d’équipe	专长：团队协调	Especialidade: Jogador em equipa.	Специальность: Командный Игрок	Especialidad: Jugador en equipo
GeneralistDepartmentSpecialityName	Specialty: Generalist	Specjalność: Ogólny	Spezialität: Allrounder	Spécialité : Général	专长：通才	Especialidade: Geral	Специальность: Универсал	Especialidad: General
NoviceCrewName	Novice Crew Unit	Zespół Załogantów Nowicjuszy	Neulinge-Team	Équipage Novice	新入职人员	Equipa de tripulantes novatos	Команда Новичков Экипажа	Equipo de Tripulantes Novatos
NoviceCrewDesc	This unit will receive a specialization after gaining experience in the field by completing a mission and being awarded with a medal.	Jednostka ta otrzyma specjalizację po zdobyciu doświadczenia w terenie poprzez ukończenie misji i otrzymanie medalu.	Diese Einheit bekommt die Spezialisierung nachdem sie Einsatzerfahrung durch die Beendigung der Mission gewinnt und mit einer Medaille geehrt wird.	La spécialisation est affectée a cette unité après avoir acquis de l’expérience sur le terrain en accomplissant des missions et en recevant une médaille.	该人员将在完成真正的任务后证明自己并将会因勇敢而获得奖章。	Esta unidade receberá uma especialidade depois de ganhar experiência no terreno ou ao finalizar uma missão e ganhar uma medalha.	Это подразделение получит специализацию после получения полевого опыта, завершение миссии и получение медали.	Esta unidad recibirá su especialidad después de ganar experiencia en el terreno al terminar misiones y recibir medalla.
ForcedDecreaseSquadrons	There is too little crew in the Air Department, so the number of squadrons positioned on the fight deck has been reduced.	W Dziale Lotniczym jest zbyt mało załogi, dlatego zmniejszono liczbę eskadr rozmieszczonych na pokładzie bojowym.	In der Luftabteilung gibt es zu wenig Mannschaft, deswegen wurde die Zahl der Staffeln auf dem Schlachtdeck reduziert.	Trop peu d’équipage dans la Division de l’Aviation, pour cette raison le nombre d’escadres positionnées sur le bord a été diminué.	空军部门没有足够的工作人员， 甲板上的中队数量减少。	No Departamento aéreo há tripulação de menos, por isso foi diminuído o número de esquadras colocadas no bordo de combate.	В Авиационном Отделении не хватает экипажа, поэтому уменьшено количество эскадрилий, размещенных на боевой палубе.	En el Departamento de Aviación no hay suficiente tripulación, por eso se ha disminuido el número de escuadras dispuestas en la cubierta de combate.
UnderAttackWarning	UNDER ATTACK!	ATAKOWANY!	ANGEGRIFFEN!	ATTAQUÉ !	遭到攻击！	ESTÁ A SER ATACADO!	АТАКОВАН!	¡ESTA SIENDO ATACADO!
ChooseCurrentOrder	Pick an order from the list.	Wybierz rozkaz z listy.	Wähle Befehl aus der Liste.	Sélectionnez l’ordre depuis la liste.	从列表中选择一个指令。	Selecione a ordem da lista.	Выберите приказ из списка.	Seleccionar orden de la lista.
ChooseOfficers	Select officers. Their skill points must match or exceed the order’s requirements.	Wybierz oficerów. Ich punkty umiejętności muszą odpowiadać lub przewyższać wymagania rozkazu.	Wähle Offiziere. Ihre Fähigkeiten sollen den Anforderungen des Befehls entsprechen oder sie übertreffen.	Choisissez les officiers. Leurs points de compétences doivent correspondre ou dépasser les exigences de l’ordre.	选择军官， 他们的技能点必须与指令成本相匹配。	Selecione os oficiais Os seus pontos de experiência devem corresponder ou ultrapassar os requisitos da ordem.	Выберите офицеров. Их пункты навыков должны соответствовать требованиям приказа или превышать их.	Seleccionar oficiales. Sus puntos de habilidades tienen que responder o superar los requisitos de la orden en cuestión.
Accept	Confirm the order to begin its execution.	Potwierdź rozkaz, aby rozpocząć jego wykonanie.	Bestätige den Befehl, um seine Ausführung zu beginnen.	Confirmez l’ordre pour commencer sa réalisation.	接受指令后才能开始执行。	Confirme a ordem para começar a sua execução.	Подтвердите приказ, чтобы начать его исполнение.	Confirme la orden para comenzar su realización.
ClickToClose	Click to close.	Kliknij, aby zamknąć	Klicke an, um zu schließen	Cliquez pour fermer.	点击详查	Faça clique para fechar	Нажмите, чтобы закрыть	Haga clic para cerrar
RetrievalPoint	Recovery Area	Strefa odbioru	Zone der Übernahme	Zone de récupération	检索点	Zona de receção	Зона приема	Zona de recepción
TargetWaypoint	Target Waypoint	Punkt trasy	Routenpunkt	Points de l’itinéraire	目标航路点	Ponto na rota	Пункт маршрута	Punto en la ruta
TargetArea	Target Area	Strefa docelowa	Zielzone	Zone ciblée	目标区域	Zona final	Целевая зона	Zona de destino
RecoveryArea	Recovery Area	Strefa odbioru	Zone der Übernahme	Zone de récupération	着陆区域	Zona de receção	Зона приема	Zona de recepción
